Age,C/N,d13C,d15N,TC,Bsi,MS
"6,763.00",10.65,-25.97,2.49,1.08,78.69,674
"6,783.00",10.19,-25.97,2.49,0.95,78.6,683
"6,803.00",9.87,-25.96,2.5,0.86,78.52,697
"6,823.00",9.57,-25.96,2.5,0.91,78.5,713
"6,843.00",9.24,-25.96,2.43,0.89,78.48,730
"6,863.00",8.91,-25.97,2.36,0.78,78.47,749
"6,883.00",8.78,-25.98,2.29,0.7,78.46,768
"6,903.00",9.45,-25.99,2.21,0.79,78.45,788
"6,923.00",9.88,-26,2.14,0.99,77.9,803
"6,943.00",10.25,-26.01,2.06,0.75,71.17,808
"6,963.00",10.67,-26.02,1.99,0.72,63.28,799
"6,983.00",11.11,-26.03,1.93,0.75,68.86,778
"7,003.00",11.49,-26.03,1.91,1,79.95,754
"7,023.00",11.26,-26.04,1.91,0.98,88.89,736
"7,043.00",10.8,-26.04,1.9,0.96,88.91,735
"7,063.00",10.29,-26.05,1.9,0.91,87.97,739
"7,083.00",10.52,-26.06,1.89,0.95,87.01,733
"7,103.00",9.99,-26.06,1.89,0.93,85.04,727
"7,123.00",10.47,-26.07,1.88,0.83,82.47,733
"7,143.00",10.35,-26.08,1.88,0.91,80.55,724
"7,163.00",10.29,-26.08,1.87,0.87,81.96,710
"7,183.00",9.72,-26.09,1.87,0.93,83.66,714
"7,203.00",10.07,-26.1,1.86,0.96,82.59,727
"7,223.00",10.61,-26.1,1.86,1,80.52,729
"7,243.00",9.48,-26.11,1.85,1.06,79.58,732
"7,263.00",9.71,-26.12,1.85,0.93,80.7,736
"7,283.00",10.12,-26.12,1.85,0.93,81.85,742
"7,303.00",9.73,-26.13,1.84,0.96,83.93,745
"7,323.00",9.52,-26.14,1.84,0.89,88,743
"7,343.00",9.58,-26.14,1.83,0.9,92.15,737
"7,363.00",9.76,-26.15,1.83,0.96,96.3,727
"7,383.00",9.72,-26.15,1.82,0.94,99.33,719
"7,403.00",9.75,-26.16,1.82,1,98.25,714
"7,423.00",10.02,-26.17,1.81,0.98,96.8,712
"7,443.00",10.27,-26.17,1.81,0.97,95.34,707
"7,463.00",10.05,-26.18,1.8,0.99,93.88,701
"7,483.00",9.28,-26.19,1.8,0.97,93.43,695
"7,502.00",9.04,-26.21,1.8,0.97,94.07,692
"7,522.00",9.4,-26.22,1.79,1,94.71,691
"7,542.00",9.72,-26.23,1.79,0.93,95.35,692
